state,county,month,maskdays,days,maskcoverage
MO,Howell County,202010,0,31,0
MO,Howell County,202011,0,30,0
MO,Howell County,202012,0,31,0
MO,Howell County,202101,0,31,0
MO,Howell County,202102,0,28,0
MO,Howell County,202103,0,31,0
MO,Howell County,202104,0,30,0
MO,Howell County,202105,0,31,0
MO,Howell County,202106,0,30,0
MO,Howell County,202107,0,31,0
MO,Howell County,202108,0,15,0
MN,Hubbard County,202006,0,30,0
MN,Hubbard County,202004,0,21,0
MN,Hubbard County,202005,0,31,0
MN,Hubbard County,202007,8,31,0.26
MN,Hubbard County,202008,31,31,1
MN,Hubbard County,202009,30,30,1
MN,Hubbard County,202010,31,31,1
MN,Hubbard County,202011,30,30,1
MN,Hubbard County,202012,31,31,1
MN,Hubbard County,202101,31,31,1
MN,Hubbard County,202102,28,28,1
MN,Hubbard County,202103,31,31,1
MN,Hubbard County,202104,30,30,1
MN,Hubbard County,202105,13,31,0.42
MN,Hubbard County,202106,0,30,0
MN,Hubbard County,202107,0,31,0
MN,Hubbard County,202108,0,15,0
NJ,Hudson County,202004,21,21,1
NJ,Hudson County,202005,31,31,1
NJ,Hudson County,202006,30,30,1
NJ,Hudson County,202007,31,31,1
NJ,Hudson County,202008,31,31,1
NJ,Hudson County,202009,30,30,1
NJ,Hudson County,202010,31,31,1
NJ,Hudson County,202011,30,30,1
NJ,Hudson County,202012,31,31,1
NJ,Hudson County,202101,31,31,1
NJ,Hudson County,202102,28,28,1
NJ,Hudson County,202103,31,31,1
NJ,Hudson County,202104,30,30,1
NJ,Hudson County,202105,27,31,0.87
NJ,Hudson County,202106,0,30,0
NJ,Hudson County,202107,0,31,0
NJ,Hudson County,202108,0,15,0
TX,Hudspeth County,202004,0,21,0
TX,Hudspeth County,202005,0,31,0
TX,Hudspeth County,202006,0,30,0
TX,Hudspeth County,202007,29,31,0.94
TX,Hudspeth County,202008,31,31,1
TX,Hudspeth County,202009,30,30,1
TX,Hudspeth County,202010,31,31,1
TX,Hudspeth County,202011,30,30,1
TX,Hudspeth County,202012,31,31,1
TX,Hudspeth County,202101,31,31,1
TX,Hudspeth County,202102,28,28,1
TX,Hudspeth County,202103,9,31,0.29
TX,Hudspeth County,202104,0,30,0
TX,Hudspeth County,202105,0,31,0
TX,Hudspeth County,202106,0,30,0
TX,Hudspeth County,202107,0,31,0
TX,Hudspeth County,202108,0,15,0
CO,Huerfano County,202005,0,31,0
CO,Huerfano County,202004,0,21,0
CO,Huerfano County,202006,0,30,0
CO,Huerfano County,202007,16,31,0.52
CO,Huerfano County,202008,31,31,1
CO,Huerfano County,202009,30,30,1
CO,Huerfano County,202010,31,31,1
CO,Huerfano County,202011,30,30,1
CO,Huerfano County,202012,31,31,1
CO,Huerfano County,202101,31,31,1
CO,Huerfano County,202102,28,28,1
CO,Huerfano County,202103,31,31,1
CO,Huerfano County,202104,2,30,0.07
CO,Huerfano County,202105,0,31,0
CO,Huerfano County,202106,0,30,0
CO,Huerfano County,202107,0,31,0
CO,Huerfano County,202108,0,15,0
OK,Hughes County,202004,0,21,0
OK,Hughes County,202005,0,31,0
OK,Hughes County,202006,0,30,0
OK,Hughes County,202007,0,31,0
OK,Hughes County,202008,0,31,0
OK,Hughes County,202009,0,30,0
OK,Hughes County,202010,0,31,0
OK,Hughes County,202011,0,30,0
OK,Hughes County,202012,0,31,0
SD,Hughes County,202004,0,21,0
SD,Hughes County,202005,0,31,0
SD,Hughes County,202006,0,30,0
SD,Hughes County,202007,0,31,0
SD,Hughes County,202008,0,31,0
SD,Hughes County,202009,0,30,0
SD,Hughes County,202010,0,31,0
SD,Hughes County,202011,0,30,0
SD,Hughes County,202012,0,31,0
OK,Hughes County,202101,0,31,0
OK,Hughes County,202102,0,28,0
OK,Hughes County,202103,0,31,0
OK,Hughes County,202104,0,30,0
OK,Hughes County,202105,0,31,0
OK,Hughes County,202106,0,30,0
OK,Hughes County,202107,0,31,0
OK,Hughes County,202108,0,15,0
SD,Hughes County,202101,0,31,0
SD,Hughes County,202102,0,28,0
SD,Hughes County,202103,0,31,0
SD,Hughes County,202104,0,30,0
SD,Hughes County,202105,0,31,0
SD,Hughes County,202106,0,30,0
SD,Hughes County,202107,0,31,0
SD,Hughes County,202108,0,15,0
PR,Humacao Municipio,202004,18,21,0.86
PR,Humacao Municipio,202005,31,31,1
PR,Humacao Municipio,202006,30,30,1
PR,Humacao Municipio,202007,31,31,1
PR,Humacao Municipio,202008,31,31,1
PR,Humacao Municipio,202009,30,30,1
PR,Humacao Municipio,202010,31,31,1
PR,Humacao Municipio,202011,30,30,1
PR,Humacao Municipio,202012,31,31,1
PR,Humacao Municipio,202101,31,31,1
PR,Humacao Municipio,202102,28,28,1
PR,Humacao Municipio,202103,31,31,1
PR,Humacao Municipio,202104,30,30,1
PR,Humacao Municipio,202105,31,31,1
PR,Humacao Municipio,202106,30,30,1
PR,Humacao Municipio,202107,31,31,1
PR,Humacao Municipio,202108,15,15,1
CA,Humboldt County,202005,0,31,0
CA,Humboldt County,202004,0,21,0
CA,Humboldt County,202006,13,30,0.43
CA,Humboldt County,202007,31,31,1
CA,Humboldt County,202008,31,31,1
CA,Humboldt County,202009,30,30,1
CA,Humboldt County,202010,31,31,1
CA,Humboldt County,202011,30,30,1
CA,Humboldt County,202012,31,31,1
IA,Humboldt County,202004,0,21,0
IA,Humboldt County,202005,0,31,0
IA,Humboldt County,202006,0,30,0
IA,Humboldt County,202007,0,31,0
IA,Humboldt County,202008,0,31,0
IA,Humboldt County,202009,0,30,0
IA,Humboldt County,202010,0,31,0
IA,Humboldt County,202011,14,30,0.47
IA,Humboldt County,202012,31,31,1
NV,Humboldt County,202004,0,21,0
NV,Humboldt County,202005,0,31,0
NV,Humboldt County,202006,7,30,0.23
NV,Humboldt County,202007,31,31,1
NV,Humboldt County,202008,31,31,1
NV,Humboldt County,202009,30,30,1
NV,Humboldt County,202010,31,31,1
NV,Humboldt County,202011,30,30,1
NV,Humboldt County,202012,31,31,1
CA,Humboldt County,202101,31,31,1
CA,Humboldt County,202102,28,28,1
CA,Humboldt County,202103,31,31,1
CA,Humboldt County,202104,30,30,1
CA,Humboldt County,202105,31,31,1
CA,Humboldt County,202106,30,30,1
CA,Humboldt County,202107,31,31,1
CA,Humboldt County,202108,15,15,1
IA,Humboldt County,202101,31,31,1
IA,Humboldt County,202102,6,28,0.21
IA,Humboldt County,202103,0,31,0
IA,Humboldt County,202104,0,30,0
IA,Humboldt County,202105,0,31,0
IA,Humboldt County,202106,0,30,0
IA,Humboldt County,202107,0,31,0
IA,Humboldt County,202108,0,15,0
NV,Humboldt County,202101,31,31,1
NV,Humboldt County,202102,28,28,1
NV,Humboldt County,202103,31,31,1
NV,Humboldt County,202104,30,30,1
NV,Humboldt County,202105,31,31,1
NV,Humboldt County,202106,30,30,1
NV,Humboldt County,202107,31,31,1
NV,Humboldt County,202108,15,15,1
MS,Humphreys County,202005,0,31,0
MS,Humphreys County,202004,0,21,0
MS,Humphreys County,202006,0,30,0
MS,Humphreys County,202007,12,31,0.39
MS,Humphreys County,202008,31,31,1
MS,Humphreys County,202009,29,30,0.97
MS,Humphreys County,202010,0,31,0
MS,Humphreys County,202011,20,30,0.67
MS,Humphreys County,202012,20,31,0.65
TN,Humphreys County,202004,0,21,0
TN,Humphreys County,202005,0,31,0
TN,Humphreys County,202006,0,30,0
TN,Humphreys County,202007,0,31,0
TN,Humphreys County,202008,0,31,0
TN,Humphreys County,202009,0,30,0
TN,Humphreys County,202010,0,31,0
TN,Humphreys County,202011,0,30,0
TN,Humphreys County,202012,0,31,0
MS,Humphreys County,202101,31,31,1
MS,Humphreys County,202102,28,28,1
MS,Humphreys County,202103,2,31,0.06
MS,Humphreys County,202104,0,30,0
MS,Humphreys County,202105,0,31,0
MS,Humphreys County,202106,0,30,0
MS,Humphreys County,202107,0,31,0
MS,Humphreys County,202108,0,15,0
TN,Humphreys County,202101,0,31,0
TN,Humphreys County,202102,0,28,0
TN,Humphreys County,202103,0,31,0
TN,Humphreys County,202104,0,30,0
TN,Humphreys County,202105,0,31,0
TN,Humphreys County,202106,0,30,0
TN,Humphreys County,202107,0,31,0
TN,Humphreys County,202108,0,15,0
TX,Hunt County,202004,0,21,0
TX,Hunt County,202005,0,31,0
TX,Hunt County,202006,0,30,0
TX,Hunt County,202007,29,31,0.94
TX,Hunt County,202008,31,31,1
TX,Hunt County,202009,30,30,1
TX,Hunt County,202010,31,31,1
TX,Hunt County,202011,30,30,1
TX,Hunt County,202012,31,31,1
TX,Hunt County,202101,31,31,1
TX,Hunt County,202102,28,28,1
TX,Hunt County,202103,9,31,0.29
TX,Hunt County,202104,0,30,0
TX,Hunt County,202105,0,31,0
TX,Hunt County,202106,0,30,0
TX,Hunt County,202107,0,31,0
TX,Hunt County,202108,0,15,0
NJ,Hunterdon County,202004,21,21,1
NJ,Hunterdon County,202005,31,31,1
NJ,Hunterdon County,202006,30,30,1
NJ,Hunterdon County,202007,31,31,1
NJ,Hunterdon County,202008,31,31,1
NJ,Hunterdon County,202009,30,30,1
NJ,Hunterdon County,202010,31,31,1
NJ,Hunterdon County,202011,30,30,1
NJ,Hunterdon County,202012,31,31,1
NJ,Hunterdon County,202101,31,31,1
NJ,Hunterdon County,202102,28,28,1
NJ,Hunterdon County,202103,31,31,1
NJ,Hunterdon County,202104,30,30,1
NJ,Hunterdon County,202105,27,31,0.87
NJ,Hunterdon County,202106,0,30,0
NJ,Hunterdon County,202107,0,31,0
NJ,Hunterdon County,202108,0,15,0
PA,Huntingdon County,202004,12,21,0.57
PA,Huntingdon County,202005,31,31,1
PA,Huntingdon County,202006,30,30,1
PA,Huntingdon County,202007,31,31,1
PA,Huntingdon County,202008,31,31,1
PA,Huntingdon County,202009,30,30,1
PA,Huntingdon County,202010,31,31,1
PA,Huntingdon County,202011,30,30,1
PA,Huntingdon County,202012,31,31,1
PA,Huntingdon County,202101,31,31,1
PA,Huntingdon County,202102,28,28,1
PA,Huntingdon County,202103,31,31,1
PA,Huntingdon County,202104,30,30,1
PA,Huntingdon County,202105,31,31,1
PA,Huntingdon County,202106,27,30,0.9
PA,Huntingdon County,202107,0,31,0
PA,Huntingdon County,202108,0,15,0
IN,Huntington County,202006,0,30,0
IN,Huntington County,202004,0,21,0
IN,Huntington County,202005,0,31,0
IN,Huntington County,202007,5,31,0.16
IN,Huntington County,202008,31,31,1
IN,Huntington County,202009,30,30,1
IN,Huntington County,202010,31,31,1
IN,Huntington County,202011,30,30,1
IN,Huntington County,202012,31,31,1
IN,Huntington County,202101,31,31,1
IN,Huntington County,202102,28,28,1
IN,Huntington County,202103,31,31,1
IN,Huntington County,202104,5,30,0.17
IN,Huntington County,202105,0,31,0
IN,Huntington County,202106,0,30,0
IN,Huntington County,202107,0,31,0
IN,Huntington County,202108,0,15,0
MI,Huron County,202004,5,21,0.24
MI,Huron County,202005,31,31,1
MI,Huron County,202006,30,30,1
MI,Huron County,202007,31,31,1
MI,Huron County,202008,31,31,1
MI,Huron County,202010,28,31,0.9
MI,Huron County,202009,30,30,1
MI,Huron County,202011,30,30,1
MI,Huron County,202012,31,31,1
OH,Huron County,202004,0,21,0
OH,Huron County,202005,0,31,0
OH,Huron County,202006,0,30,0
OH,Huron County,202007,24,31,0.77
OH,Huron County,202008,31,31,1
OH,Huron County,202009,30,30,1
OH,Huron County,202010,31,31,1
OH,Huron County,202011,30,30,1
OH,Huron County,202012,31,31,1
MI,Huron County,202101,31,31,1
MI,Huron County,202102,28,28,1
MI,Huron County,202103,31,31,1
MI,Huron County,202104,30,30,1
MI,Huron County,202105,31,31,1
MI,Huron County,202106,21,30,0.7
MI,Huron County,202107,0,31,0
MI,Huron County,202108,0,15,0
OH,Huron County,202101,31,31,1
OH,Huron County,202102,28,28,1
OH,Huron County,202103,31,31,1
OH,Huron County,202104,30,30,1
OH,Huron County,202105,31,31,1
OH,Huron County,202106,1,30,0.03
OH,Huron County,202107,0,31,0
OH,Huron County,202108,0,15,0
SD,Hutchinson County,202004,0,21,0
SD,Hutchinson County,202005,0,31,0
SD,Hutchinson County,202006,0,30,0
SD,Hutchinson County,202007,0,31,0
SD,Hutchinson County,202008,0,31,0
SD,Hutchinson County,202009,0,30,0
SD,Hutchinson County,202010,0,31,0
SD,Hutchinson County,202011,0,30,0
SD,Hutchinson County,202012,0,31,0
TX,Hutchinson County,202005,0,31,0
TX,Hutchinson County,202004,0,21,0
TX,Hutchinson County,202006,0,30,0
TX,Hutchinson County,202007,29,31,0.94
TX,Hutchinson County,202008,31,31,1
TX,Hutchinson County,202009,30,30,1
TX,Hutchinson County,202010,31,31,1
TX,Hutchinson County,202011,30,30,1
TX,Hutchinson County,202012,31,31,1
SD,Hutchinson County,202101,0,31,0
SD,Hutchinson County,202102,0,28,0
SD,Hutchinson County,202103,0,31,0
SD,Hutchinson County,202104,0,30,0
SD,Hutchinson County,202105,0,31,0
SD,Hutchinson County,202106,0,30,0
SD,Hutchinson County,202107,0,31,0
SD,Hutchinson County,202108,0,15,0
TX,Hutchinson County,202101,31,31,1
TX,Hutchinson County,202102,28,28,1
TX,Hutchinson County,202103,9,31,0.29
TX,Hutchinson County,202104,0,30,0
TX,Hutchinson County,202105,0,31,0
TX,Hutchinson County,202106,0,30,0
TX,Hutchinson County,202107,0,31,0
TX,Hutchinson County,202108,0,15,0
NC,Hyde County,202005,0,31,0
NC,Hyde County,202004,0,21,0
NC,Hyde County,202006,5,30,0.17
NC,Hyde County,202007,31,31,1
NC,Hyde County,202008,31,31,1
NC,Hyde County,202009,30,30,1
NC,Hyde County,202010,31,31,1
NC,Hyde County,202011,30,30,1
NC,Hyde County,202012,31,31,1
SD,Hyde County,202004,0,21,0
SD,Hyde County,202005,0,31,0
SD,Hyde County,202006,0,30,0
SD,Hyde County,202007,0,31,0
SD,Hyde County,202008,0,31,0
SD,Hyde County,202009,0,30,0
SD,Hyde County,202010,0,31,0
SD,Hyde County,202011,0,30,0
SD,Hyde County,202012,0,31,0
NC,Hyde County,202101,31,31,1
NC,Hyde County,202102,28,28,1
NC,Hyde County,202103,31,31,1
NC,Hyde County,202104,30,30,1
NC,Hyde County,202105,13,31,0.42
NC,Hyde County,202106,0,30,0
NC,Hyde County,202107,0,31,0
NC,Hyde County,202108,0,15,0
SD,Hyde County,202101,0,31,0
SD,Hyde County,202102,0,28,0
SD,Hyde County,202103,0,31,0
SD,Hyde County,202104,0,30,0
SD,Hyde County,202105,0,31,0
SD,Hyde County,202106,0,30,0
SD,Hyde County,202107,0,31,0
SD,Hyde County,202108,0,15,0
LA,Iberia Parish,202005,0,31,0
LA,Iberia Parish,202004,0,21,0
LA,Iberia Parish,202006,0,30,0
LA,Iberia Parish,202007,19,31,0.61
LA,Iberia Parish,202008,31,31,1
LA,Iberia Parish,202009,30,30,1
LA,Iberia Parish,202010,31,31,1
LA,Iberia Parish,202011,30,30,1
LA,Iberia Parish,202012,31,31,1
LA,Iberia Parish,202101,31,31,1
LA,Iberia Parish,202102,28,28,1
LA,Iberia Parish,202103,31,31,1
LA,Iberia Parish,202104,27,30,0.9
LA,Iberia Parish,202105,0,31,0
LA,Iberia Parish,202106,0,30,0
LA,Iberia Parish,202107,0,31,0
LA,Iberia Parish,202108,12,15,0.8
LA,Iberville Parish,202004,0,21,0
LA,Iberville Parish,202005,0,31,0
LA,Iberville Parish,202006,0,30,0
LA,Iberville Parish,202007,19,31,0.61
LA,Iberville Parish,202008,31,31,1
LA,Iberville Parish,202009,30,30,1
LA,Iberville Parish,202010,31,31,1
LA,Iberville Parish,202011,30,30,1
LA,Iberville Parish,202012,31,31,1
LA,Iberville Parish,202101,31,31,1
LA,Iberville Parish,202102,28,28,1
LA,Iberville Parish,202103,31,31,1
LA,Iberville Parish,202104,27,30,0.9
LA,Iberville Parish,202105,0,31,0
LA,Iberville Parish,202106,0,30,0
LA,Iberville Parish,202107,0,31,0
LA,Iberville Parish,202108,12,15,0.8
IA,Ida County,202005,0,31,0
IA,Ida County,202004,0,21,0
IA,Ida County,202006,0,30,0
IA,Ida County,202007,0,31,0
IA,Ida County,202008,0,31,0
IA,Ida County,202009,0,30,0
IA,Ida County,202010,0,31,0
IA,Ida County,202011,14,30,0.47
IA,Ida County,202012,31,31,1
IA,Ida County,202101,31,31,1
IA,Ida County,202102,6,28,0.21
IA,Ida County,202103,0,31,0
IA,Ida County,202104,0,30,0
IA,Ida County,202105,0,31,0
IA,Ida County,202106,0,30,0
IA,Ida County,202107,0,31,0
IA,Ida County,202108,0,15,0
ID,Idaho County,202004,0,21,0
ID,Idaho County,202005,0,31,0
ID,Idaho County,202006,0,30,0
ID,Idaho County,202007,0,31,0
ID,Idaho County,202008,0,31,0
ID,Idaho County,202009,0,30,0
ID,Idaho County,202010,0,31,0
ID,Idaho County,202011,0,30,0
ID,Idaho County,202012,0,31,0
ID,Idaho County,202101,0,31,0
ID,Idaho County,202102,0,28,0
ID,Idaho County,202103,0,31,0
ID,Idaho County,202104,0,30,0
ID,Idaho County,202105,0,31,0
ID,Idaho County,202106,0,30,0
ID,Idaho County,202107,0,31,0
ID,Idaho County,202108,0,15,0
CA,Imperial County,202006,13,30,0.43
CA,Imperial County,202004,0,21,0
CA,Imperial County,202005,0,31,0
CA,Imperial County,202007,31,31,1
CA,Imperial County,202008,31,31,1
CA,Imperial County,202009,30,30,1
CA,Imperial County,202010,31,31,1
CA,Imperial County,202011,30,30,1
CA,Imperial County,202012,31,31,1
CA,Imperial County,202101,31,31,1
CA,Imperial County,202102,28,28,1
CA,Imperial County,202103,31,31,1
CA,Imperial County,202104,30,30,1
CA,Imperial County,202105,31,31,1
CA,Imperial County,202106,30,30,1
CA,Imperial County,202107,31,31,1
CA,Imperial County,202108,15,15,1
AR,Independence County,202005,0,31,0
AR,Independence County,202004,0,21,0
AR,Independence County,202006,0,30,0
AR,Independence County,202007,12,31,0.39
AR,Independence County,202008,31,31,1
AR,Independence County,202009,30,30,1
AR,Independence County,202010,31,31,1
AR,Independence County,202011,30,30,1
AR,Independence County,202012,31,31,1
AR,Independence County,202101,31,31,1
AR,Independence County,202102,28,28,1
AR,Independence County,202103,30,31,0.97
AR,Independence County,202104,0,30,0
AR,Independence County,202105,0,31,0
AR,Independence County,202106,0,30,0
AR,Independence County,202107,0,31,0
AR,Independence County,202108,0,15,0
FL,Indian River County,202004,0,21,0
FL,Indian River County,202005,0,31,0
FL,Indian River County,202006,0,30,0
FL,Indian River County,202007,0,31,0
FL,Indian River County,202008,0,31,0
FL,Indian River County,202009,0,30,0
FL,Indian River County,202010,0,31,0
FL,Indian River County,202011,0,30,0
FL,Indian River County,202012,0,31,0
FL,Indian River County,202101,0,31,0
FL,Indian River County,202102,0,28,0
FL,Indian River County,202103,0,31,0
FL,Indian River County,202104,0,30,0
FL,Indian River County,202105,0,31,0
FL,Indian River County,202106,0,30,0
FL,Indian River County,202107,0,31,0
FL,Indian River County,202108,0,15,0
PA,Indiana County,202004,12,21,0.57
PA,Indiana County,202005,31,31,1
PA,Indiana County,202006,30,30,1
PA,Indiana County,202007,31,31,1
PA,Indiana County,202008,31,31,1
PA,Indiana County,202009,30,30,1
PA,Indiana County,202010,31,31,1
PA,Indiana County,202011,30,30,1
PA,Indiana County,202012,31,31,1
PA,Indiana County,202101,31,31,1
PA,Indiana County,202102,28,28,1
PA,Indiana County,202103,31,31,1
PA,Indiana County,202104,30,30,1
PA,Indiana County,202105,31,31,1
PA,Indiana County,202106,27,30,0.9
PA,Indiana County,202107,0,31,0
PA,Indiana County,202108,0,15,0
MI,Ingham County,202004,5,21,0.24
MI,Ingham County,202005,31,31,1
MI,Ingham County,202006,30,30,1
MI,Ingham County,202007,31,31,1
MI,Ingham County,202008,31,31,1
MI,Ingham County,202009,30,30,1
MI,Ingham County,202010,28,31,0.9
MI,Ingham County,202011,30,30,1
MI,Ingham County,202012,31,31,1
MI,Ingham County,202101,31,31,1
MI,Ingham County,202102,28,28,1
MI,Ingham County,202103,31,31,1
MI,Ingham County,202104,30,30,1
MI,Ingham County,202105,31,31,1
MI,Ingham County,202106,21,30,0.7
MI,Ingham County,202107,0,31,0
MI,Ingham County,202108,0,15,0
CA,Inyo County,202005,0,31,0
CA,Inyo County,202004,0,21,0
CA,Inyo County,202006,13,30,0.43
CA,Inyo County,202007,31,31,1
CA,Inyo County,202008,31,31,1
CA,Inyo County,202009,30,30,1
CA,Inyo County,202010,31,31,1
CA,Inyo County,202011,30,30,1
CA,Inyo County,202012,31,31,1
CA,Inyo County,202101,31,31,1
CA,Inyo County,202102,28,28,1
CA,Inyo County,202103,31,31,1
CA,Inyo County,202104,30,30,1
CA,Inyo County,202105,31,31,1
CA,Inyo County,202106,30,30,1
CA,Inyo County,202107,31,31,1
CA,Inyo County,202108,15,15,1
MI,Ionia County,202004,5,21,0.24
MI,Ionia County,202005,31,31,1
MI,Ionia County,202006,30,30,1
MI,Ionia County,202007,31,31,1
MI,Ionia County,202008,31,31,1
MI,Ionia County,202009,30,30,1
MI,Ionia County,202010,28,31,0.9
MI,Ionia County,202011,30,30,1
MI,Ionia County,202012,31,31,1
MI,Ionia County,202101,31,31,1
MI,Ionia County,202102,28,28,1
MI,Ionia County,202103,31,31,1
MI,Ionia County,202104,30,30,1
MI,Ionia County,202105,31,31,1
MI,Ionia County,202106,21,30,0.7
MI,Ionia County,202107,0,31,0
MI,Ionia County,202108,0,15,0
MI,Iosco County,202004,5,21,0.24
MI,Iosco County,202005,31,31,1
MI,Iosco County,202006,30,30,1
MI,Iosco County,202007,31,31,1
MI,Iosco County,202008,31,31,1
MI,Iosco County,202011,30,30,1
MI,Iosco County,202009,30,30,1
MI,Iosco County,202010,28,31,0.9
MI,Iosco County,202012,31,31,1
MI,Iosco County,202101,31,31,1
MI,Iosco County,202102,28,28,1
MI,Iosco County,202103,31,31,1
MI,Iosco County,202104,30,30,1
MI,Iosco County,202105,31,31,1
MI,Iosco County,202106,21,30,0.7
MI,Iosco County,202107,0,31,0
MI,Iosco County,202108,0,15,0
IA,Iowa County,202004,0,21,0
IA,Iowa County,202005,0,31,0
IA,Iowa County,202006,0,30,0
IA,Iowa County,202007,0,31,0
IA,Iowa County,202008,0,31,0
IA,Iowa County,202009,0,30,0
IA,Iowa County,202010,0,31,0
IA,Iowa County,202011,14,30,0.47
IA,Iowa County,202012,31,31,1
WI,Iowa County,202004,0,21,0
WI,Iowa County,202005,0,31,0
WI,Iowa County,202006,0,30,0
WI,Iowa County,202007,0,31,0
WI,Iowa County,202008,31,31,1
WI,Iowa County,202009,30,30,1
WI,Iowa County,202012,31,31,1
WI,Iowa County,202010,31,31,1
WI,Iowa County,202011,30,30,1
IA,Iowa County,202101,31,31,1
IA,Iowa County,202102,6,28,0.21
IA,Iowa County,202103,0,31,0
IA,Iowa County,202104,0,30,0
IA,Iowa County,202105,0,31,0
IA,Iowa County,202106,0,30,0
IA,Iowa County,202107,0,31,0
IA,Iowa County,202108,0,15,0
WI,Iowa County,202101,31,31,1
WI,Iowa County,202102,28,28,1
WI,Iowa County,202103,30,31,0.97
WI,Iowa County,202104,0,30,0
WI,Iowa County,202105,0,31,0
WI,Iowa County,202106,0,30,0
WI,Iowa County,202107,0,31,0
WI,Iowa County,202108,0,15,0
NC,Iredell County,202004,0,21,0
NC,Iredell County,202005,0,31,0
NC,Iredell County,202006,5,30,0.17
NC,Iredell County,202007,31,31,1
NC,Iredell County,202008,31,31,1
NC,Iredell County,202009,30,30,1
NC,Iredell County,202010,31,31,1
NC,Iredell County,202011,30,30,1
NC,Iredell County,202012,31,31,1
NC,Iredell County,202101,31,31,1
NC,Iredell County,202102,28,28,1
NC,Iredell County,202103,31,31,1
NC,Iredell County,202104,30,30,1
NC,Iredell County,202105,13,31,0.42
NC,Iredell County,202106,0,30,0
NC,Iredell County,202107,0,31,0
NC,Iredell County,202108,0,15,0
TX,Irion County,202006,0,30,0
TX,Irion County,202004,0,21,0
TX,Irion County,202005,0,31,0
TX,Irion County,202007,29,31,0.94
TX,Irion County,202008,31,31,1
TX,Irion County,202009,30,30,1
TX,Irion County,202010,31,31,1
TX,Irion County,202011,30,30,1
TX,Irion County,202012,31,31,1
TX,Irion County,202101,31,31,1
TX,Irion County,202102,28,28,1
TX,Irion County,202103,9,31,0.29
TX,Irion County,202104,0,30,0
TX,Irion County,202105,0,31,0
TX,Irion County,202106,0,30,0
TX,Irion County,202107,0,31,0
TX,Irion County,202108,0,15,0
MI,Iron County,202004,5,21,0.24
MI,Iron County,202005,31,31,1
MI,Iron County,202006,30,30,1
MI,Iron County,202007,31,31,1
MI,Iron County,202008,31,31,1
MI,Iron County,202009,30,30,1
MI,Iron County,202010,28,31,0.9
MI,Iron County,202011,30,30,1
MI,Iron County,202012,31,31,1
MO,Iron County,202004,0,21,0
MO,Iron County,202005,0,31,0
MO,Iron County,202006,0,30,0
MO,Iron County,202007,0,31,0
MO,Iron County,202008,0,31,0
MO,Iron County,202009,0,30,0
MO,Iron County,202010,0,31,0
MO,Iron County,202011,0,30,0
MO,Iron County,202012,0,31,0
UT,Iron County,202004,0,21,0
UT,Iron County,202005,0,31,0
UT,Iron County,202006,0,30,0
UT,Iron County,202007,0,31,0
UT,Iron County,202008,0,31,0
UT,Iron County,202009,0,30,0
UT,Iron County,202010,16,31,0.52
UT,Iron County,202011,22,30,0.73
UT,Iron County,202012,31,31,1
WI,Iron County,202005,0,31,0
WI,Iron County,202004,0,21,0
WI,Iron County,202006,0,30,0
WI,Iron County,202007,0,31,0
WI,Iron County,202008,31,31,1
WI,Iron County,202011,30,30,1
WI,Iron County,202009,30,30,1
WI,Iron County,202010,31,31,1
WI,Iron County,202012,31,31,1
MI,Iron County,202101,31,31,1
MI,Iron County,202102,28,28,1
MI,Iron County,202103,31,31,1
MI,Iron County,202104,30,30,1
MI,Iron County,202105,31,31,1
MI,Iron County,202106,21,30,0.7
MI,Iron County,202107,0,31,0
MI,Iron County,202108,0,15,0
MO,Iron County,202101,0,31,0
MO,Iron County,202102,0,28,0
MO,Iron County,202103,0,31,0
MO,Iron County,202104,0,30,0
MO,Iron County,202105,0,31,0
MO,Iron County,202106,0,30,0
MO,Iron County,202107,0,31,0
MO,Iron County,202108,0,15,0
UT,Iron County,202101,31,31,1
UT,Iron County,202102,28,28,1
UT,Iron County,202103,31,31,1
UT,Iron County,202104,9,30,0.3
UT,Iron County,202105,0,31,0
UT,Iron County,202106,0,30,0
UT,Iron County,202107,0,31,0
UT,Iron County,202108,0,15,0
WI,Iron County,202101,31,31,1
WI,Iron County,202102,28,28,1
WI,Iron County,202103,30,31,0.97
WI,Iron County,202104,0,30,0
WI,Iron County,202105,0,31,0
WI,Iron County,202106,0,30,0
WI,Iron County,202107,0,31,0
WI,Iron County,202108,0,15,0
IL,Iroquois County,202004,0,21,0
IL,Iroquois County,202005,31,31,1
IL,Iroquois County,202006,30,30,1
IL,Iroquois County,202007,31,31,1
IL,Iroquois County,202008,31,31,1
IL,Iroquois County,202009,30,30,1
IL,Iroquois County,202010,31,31,1
IL,Iroquois County,202011,30,30,1
IL,Iroquois County,202012,31,31,1
IL,Iroquois County,202101,31,31,1
IL,Iroquois County,202102,28,28,1
IL,Iroquois County,202103,31,31,1
IL,Iroquois County,202104,30,30,1
IL,Iroquois County,202105,31,31,1
IL,Iroquois County,202106,10,30,0.33
IL,Iroquois County,202107,0,31,0
IL,Iroquois County,202108,0,15,0
GA,Irwin County,202004,0,21,0
GA,Irwin County,202005,0,31,0
GA,Irwin County,202006,0,30,0
GA,Irwin County,202007,0,31,0
GA,Irwin County,202008,0,31,0
GA,Irwin County,202009,0,30,0
GA,Irwin County,202010,0,31,0
GA,Irwin County,202011,0,30,0
GA,Irwin County,202012,0,31,0
GA,Irwin County,202101,0,31,0
