state,county,month,maskdays,days,maskcoverage
PR,Añasco Municipio,202004,18,21,0.86
PR,Añasco Municipio,202005,31,31,1
PR,Añasco Municipio,202006,30,30,1
PR,Añasco Municipio,202007,31,31,1
PR,Añasco Municipio,202008,31,31,1
PR,Añasco Municipio,202009,30,30,1
PR,Añasco Municipio,202010,31,31,1
PR,Añasco Municipio,202011,30,30,1
PR,Añasco Municipio,202012,31,31,1
PR,Añasco Municipio,202101,31,31,1
PR,Añasco Municipio,202102,28,28,1
PR,Añasco Municipio,202103,31,31,1
PR,Añasco Municipio,202104,30,30,1
PR,Añasco Municipio,202105,31,31,1
PR,Añasco Municipio,202106,30,30,1
PR,Añasco Municipio,202107,31,31,1
PR,Añasco Municipio,202108,15,15,1
SC,Abbeville County,202005,0,31,0
SC,Abbeville County,202006,0,30,0
SC,Abbeville County,202004,0,21,0
SC,Abbeville County,202007,0,31,0
SC,Abbeville County,202008,0,31,0
SC,Abbeville County,202009,0,30,0
SC,Abbeville County,202010,0,31,0
SC,Abbeville County,202011,0,30,0
SC,Abbeville County,202012,0,31,0
SC,Abbeville County,202101,0,31,0
SC,Abbeville County,202102,0,28,0
SC,Abbeville County,202103,0,31,0
SC,Abbeville County,202104,0,30,0
SC,Abbeville County,202105,0,31,0
SC,Abbeville County,202106,0,30,0
SC,Abbeville County,202107,0,31,0
SC,Abbeville County,202108,0,15,0
LA,Acadia Parish,202006,0,30,0
LA,Acadia Parish,202004,0,21,0
LA,Acadia Parish,202005,0,31,0
LA,Acadia Parish,202007,19,31,0.61
LA,Acadia Parish,202008,31,31,1
LA,Acadia Parish,202009,30,30,1
LA,Acadia Parish,202010,31,31,1
LA,Acadia Parish,202011,30,30,1
LA,Acadia Parish,202012,31,31,1
LA,Acadia Parish,202101,31,31,1
LA,Acadia Parish,202102,28,28,1
LA,Acadia Parish,202103,31,31,1
LA,Acadia Parish,202104,27,30,0.9
LA,Acadia Parish,202105,0,31,0
LA,Acadia Parish,202106,0,30,0
LA,Acadia Parish,202107,0,31,0
LA,Acadia Parish,202108,12,15,0.8
VA,Accomack County,202005,3,31,0.1
VA,Accomack County,202004,0,21,0
VA,Accomack County,202006,30,30,1
VA,Accomack County,202007,31,31,1
VA,Accomack County,202008,31,31,1
VA,Accomack County,202009,30,30,1
VA,Accomack County,202010,31,31,1
VA,Accomack County,202011,30,30,1
VA,Accomack County,202012,31,31,1
VA,Accomack County,202101,31,31,1
VA,Accomack County,202102,28,28,1
VA,Accomack County,202103,31,31,1
VA,Accomack County,202104,30,30,1
VA,Accomack County,202105,14,31,0.45
VA,Accomack County,202106,0,30,0
VA,Accomack County,202107,0,31,0
VA,Accomack County,202108,0,15,0
ID,Ada County,202007,0,31,0
ID,Ada County,202005,0,31,0
ID,Ada County,202006,0,30,0
ID,Ada County,202004,0,21,0
ID,Ada County,202008,0,31,0
ID,Ada County,202009,0,30,0
ID,Ada County,202010,0,31,0
ID,Ada County,202011,0,30,0
ID,Ada County,202012,0,31,0
ID,Ada County,202101,0,31,0
ID,Ada County,202102,0,28,0
ID,Ada County,202103,0,31,0
ID,Ada County,202104,0,30,0
ID,Ada County,202105,0,31,0
ID,Ada County,202106,0,30,0
ID,Ada County,202107,0,31,0
ID,Ada County,202108,0,15,0
IA,Adair County,202005,0,31,0
IA,Adair County,202004,0,21,0
IA,Adair County,202006,0,30,0
IA,Adair County,202007,0,31,0
IA,Adair County,202008,0,31,0
IA,Adair County,202009,0,30,0
IA,Adair County,202010,0,31,0
IA,Adair County,202011,14,30,0.47
IA,Adair County,202012,31,31,1
KY,Adair County,202005,0,31,0
KY,Adair County,202004,0,21,0
KY,Adair County,202006,0,30,0
KY,Adair County,202007,22,31,0.71
KY,Adair County,202008,31,31,1
KY,Adair County,202009,30,30,1
KY,Adair County,202010,31,31,1
KY,Adair County,202011,30,30,1
KY,Adair County,202012,31,31,1
MO,Adair County,202004,0,21,0
MO,Adair County,202005,0,31,0
MO,Adair County,202006,0,30,0
MO,Adair County,202007,0,31,0
MO,Adair County,202008,0,31,0
MO,Adair County,202009,0,30,0
MO,Adair County,202010,0,31,0
MO,Adair County,202011,0,30,0
MO,Adair County,202012,0,31,0
OK,Adair County,202006,0,30,0
OK,Adair County,202004,0,21,0
OK,Adair County,202005,0,31,0
OK,Adair County,202007,0,31,0
OK,Adair County,202008,0,31,0
OK,Adair County,202009,0,30,0
OK,Adair County,202010,0,31,0
OK,Adair County,202011,0,30,0
OK,Adair County,202012,0,31,0
IA,Adair County,202101,31,31,1
IA,Adair County,202102,6,28,0.21
IA,Adair County,202103,0,31,0
IA,Adair County,202104,0,30,0
IA,Adair County,202105,0,31,0
IA,Adair County,202106,0,30,0
IA,Adair County,202107,0,31,0
IA,Adair County,202108,0,15,0
KY,Adair County,202101,31,31,1
KY,Adair County,202102,28,28,1
KY,Adair County,202103,31,31,1
KY,Adair County,202104,30,30,1
KY,Adair County,202105,31,31,1
KY,Adair County,202106,10,30,0.33
KY,Adair County,202107,0,31,0
KY,Adair County,202108,0,15,0
MO,Adair County,202101,0,31,0
MO,Adair County,202102,0,28,0
MO,Adair County,202103,0,31,0
MO,Adair County,202104,0,30,0
MO,Adair County,202105,0,31,0
MO,Adair County,202106,0,30,0
MO,Adair County,202107,0,31,0
MO,Adair County,202108,0,15,0
OK,Adair County,202101,0,31,0
OK,Adair County,202102,0,28,0
OK,Adair County,202103,0,31,0
OK,Adair County,202104,0,30,0
OK,Adair County,202105,0,31,0
OK,Adair County,202106,0,30,0
OK,Adair County,202107,0,31,0
OK,Adair County,202108,0,15,0
CO,Adams County,202004,0,21,0
CO,Adams County,202005,0,31,0
CO,Adams County,202006,0,30,0
CO,Adams County,202007,16,31,0.52
CO,Adams County,202008,31,31,1
CO,Adams County,202009,30,30,1
CO,Adams County,202010,31,31,1
CO,Adams County,202011,30,30,1
CO,Adams County,202012,31,31,1
ID,Adams County,202004,0,21,0
ID,Adams County,202005,0,31,0
ID,Adams County,202006,0,30,0
ID,Adams County,202007,0,31,0
ID,Adams County,202008,0,31,0
ID,Adams County,202009,0,30,0
ID,Adams County,202010,0,31,0
ID,Adams County,202011,0,30,0
ID,Adams County,202012,0,31,0
IL,Adams County,202004,0,21,0
IL,Adams County,202005,31,31,1
IL,Adams County,202006,30,30,1
IL,Adams County,202007,31,31,1
IL,Adams County,202008,31,31,1
IL,Adams County,202009,30,30,1
IL,Adams County,202010,31,31,1
IL,Adams County,202011,30,30,1
IL,Adams County,202012,31,31,1
IN,Adams County,202005,0,31,0
IN,Adams County,202006,0,30,0
IN,Adams County,202007,5,31,0.16
IN,Adams County,202004,0,21,0
IN,Adams County,202008,31,31,1
IN,Adams County,202009,30,30,1
IN,Adams County,202010,31,31,1
IN,Adams County,202011,30,30,1
IN,Adams County,202012,31,31,1
IA,Adams County,202005,0,31,0
IA,Adams County,202004,0,21,0
IA,Adams County,202006,0,30,0
IA,Adams County,202007,0,31,0
IA,Adams County,202008,0,31,0
IA,Adams County,202009,0,30,0
IA,Adams County,202010,0,31,0
IA,Adams County,202011,14,30,0.47
IA,Adams County,202012,31,31,1
MS,Adams County,202006,0,30,0
MS,Adams County,202004,0,21,0
MS,Adams County,202005,0,31,0
MS,Adams County,202007,0,31,0
MS,Adams County,202008,27,31,0.87
MS,Adams County,202009,29,30,0.97
MS,Adams County,202010,0,31,0
MS,Adams County,202011,0,30,0
MS,Adams County,202012,30,31,0.97
NE,Adams County,202005,0,31,0
NE,Adams County,202004,0,21,0
NE,Adams County,202006,0,30,0
NE,Adams County,202007,0,31,0
NE,Adams County,202008,0,31,0
NE,Adams County,202009,0,30,0
NE,Adams County,202010,0,31,0
NE,Adams County,202011,0,30,0
NE,Adams County,202012,0,31,0
ND,Adams County,202004,0,21,0
ND,Adams County,202005,0,31,0
ND,Adams County,202006,0,30,0
ND,Adams County,202007,0,31,0
ND,Adams County,202008,0,31,0
ND,Adams County,202009,0,30,0
ND,Adams County,202010,0,31,0
ND,Adams County,202011,17,30,0.57
ND,Adams County,202012,31,31,1
OH,Adams County,202004,0,21,0
OH,Adams County,202005,0,31,0
OH,Adams County,202006,0,30,0
OH,Adams County,202007,9,31,0.29
OH,Adams County,202008,31,31,1
OH,Adams County,202009,30,30,1
OH,Adams County,202010,31,31,1
OH,Adams County,202011,30,30,1
OH,Adams County,202012,31,31,1
PA,Adams County,202004,12,21,0.57
PA,Adams County,202005,31,31,1
PA,Adams County,202006,30,30,1
PA,Adams County,202007,31,31,1
PA,Adams County,202008,31,31,1
PA,Adams County,202009,30,30,1
PA,Adams County,202010,31,31,1
PA,Adams County,202011,30,30,1
PA,Adams County,202012,31,31,1
WA,Adams County,202005,0,31,0
WA,Adams County,202004,0,21,0
WA,Adams County,202006,5,30,0.17
WA,Adams County,202007,31,31,1
WA,Adams County,202008,31,31,1
WA,Adams County,202009,30,30,1
WA,Adams County,202010,31,31,1
WA,Adams County,202011,30,30,1
WA,Adams County,202012,31,31,1
WI,Adams County,202005,0,31,0
WI,Adams County,202004,0,21,0
WI,Adams County,202006,0,30,0
WI,Adams County,202007,0,31,0
WI,Adams County,202008,31,31,1
WI,Adams County,202011,30,30,1
WI,Adams County,202009,30,30,1
WI,Adams County,202010,31,31,1
WI,Adams County,202012,31,31,1
CO,Adams County,202101,31,31,1
CO,Adams County,202102,28,28,1
CO,Adams County,202103,31,31,1
CO,Adams County,202104,2,30,0.07
CO,Adams County,202105,0,31,0
CO,Adams County,202106,0,30,0
CO,Adams County,202107,0,31,0
CO,Adams County,202108,0,15,0
ID,Adams County,202101,0,31,0
ID,Adams County,202102,0,28,0
ID,Adams County,202103,0,31,0
ID,Adams County,202104,0,30,0
ID,Adams County,202105,0,31,0
ID,Adams County,202106,0,30,0
ID,Adams County,202107,0,31,0
ID,Adams County,202108,0,15,0
IL,Adams County,202101,31,31,1
IL,Adams County,202102,28,28,1
IL,Adams County,202103,31,31,1
IL,Adams County,202104,30,30,1
IL,Adams County,202105,31,31,1
IL,Adams County,202106,10,30,0.33
IL,Adams County,202107,0,31,0
IL,Adams County,202108,0,15,0
IN,Adams County,202101,31,31,1
IN,Adams County,202102,28,28,1
IN,Adams County,202103,31,31,1
IN,Adams County,202104,5,30,0.17
IN,Adams County,202105,0,31,0
IN,Adams County,202106,0,30,0
IN,Adams County,202107,0,31,0
IN,Adams County,202108,0,15,0
IA,Adams County,202101,31,31,1
IA,Adams County,202102,6,28,0.21
IA,Adams County,202103,0,31,0
IA,Adams County,202104,0,30,0
IA,Adams County,202105,0,31,0
IA,Adams County,202106,0,30,0
IA,Adams County,202107,0,31,0
IA,Adams County,202108,0,15,0
MS,Adams County,202101,15,31,0.48
MS,Adams County,202102,0,28,0
MS,Adams County,202103,0,31,0
MS,Adams County,202104,0,30,0
MS,Adams County,202105,0,31,0
MS,Adams County,202106,0,30,0
MS,Adams County,202107,0,31,0
MS,Adams County,202108,0,15,0
NE,Adams County,202101,0,31,0
NE,Adams County,202102,0,28,0
NE,Adams County,202103,0,31,0
NE,Adams County,202104,0,30,0
NE,Adams County,202105,0,31,0
NE,Adams County,202106,0,30,0
NE,Adams County,202107,0,31,0
NE,Adams County,202108,0,15,0
ND,Adams County,202101,18,31,0.58
ND,Adams County,202102,0,28,0
ND,Adams County,202103,0,31,0
ND,Adams County,202104,0,30,0
ND,Adams County,202105,0,31,0
ND,Adams County,202106,0,30,0
ND,Adams County,202107,0,31,0
ND,Adams County,202108,0,15,0
OH,Adams County,202101,31,31,1
OH,Adams County,202102,28,28,1
OH,Adams County,202103,31,31,1
OH,Adams County,202104,30,30,1
OH,Adams County,202105,31,31,1
OH,Adams County,202106,1,30,0.03
OH,Adams County,202107,0,31,0
OH,Adams County,202108,0,15,0
PA,Adams County,202101,31,31,1
PA,Adams County,202102,28,28,1
PA,Adams County,202103,31,31,1
PA,Adams County,202104,30,30,1
PA,Adams County,202105,31,31,1
PA,Adams County,202106,27,30,0.9
PA,Adams County,202107,0,31,0
PA,Adams County,202108,0,15,0
WA,Adams County,202101,31,31,1
WA,Adams County,202102,28,28,1
WA,Adams County,202103,31,31,1
WA,Adams County,202104,30,30,1
WA,Adams County,202105,31,31,1
WA,Adams County,202106,30,30,1
WA,Adams County,202107,31,31,1
WA,Adams County,202108,15,15,1
WI,Adams County,202101,31,31,1
WI,Adams County,202102,28,28,1
WI,Adams County,202103,30,31,0.97
WI,Adams County,202104,0,30,0
WI,Adams County,202105,0,31,0
WI,Adams County,202106,0,30,0
WI,Adams County,202107,0,31,0
WI,Adams County,202108,0,15,0
VT,Addison County,202004,0,21,0
VT,Addison County,202005,0,31,0
VT,Addison County,202006,0,30,0
VT,Addison County,202007,0,31,0
VT,Addison County,202008,31,31,1
VT,Addison County,202009,30,30,1
VT,Addison County,202010,31,31,1
VT,Addison County,202011,30,30,1
VT,Addison County,202012,31,31,1
VT,Addison County,202101,31,31,1
VT,Addison County,202102,28,28,1
VT,Addison County,202103,31,31,1
VT,Addison County,202104,30,30,1
VT,Addison County,202105,31,31,1
VT,Addison County,202106,13,30,0.43
VT,Addison County,202107,0,31,0
VT,Addison County,202108,0,15,0
PR,Adjuntas Municipio,202004,18,21,0.86
PR,Adjuntas Municipio,202005,31,31,1
PR,Adjuntas Municipio,202006,30,30,1
PR,Adjuntas Municipio,202007,31,31,1
PR,Adjuntas Municipio,202008,31,31,1
PR,Adjuntas Municipio,202009,30,30,1
PR,Adjuntas Municipio,202010,31,31,1
PR,Adjuntas Municipio,202011,30,30,1
PR,Adjuntas Municipio,202012,31,31,1
PR,Adjuntas Municipio,202101,31,31,1
PR,Adjuntas Municipio,202102,28,28,1
PR,Adjuntas Municipio,202103,31,31,1
PR,Adjuntas Municipio,202104,30,30,1
PR,Adjuntas Municipio,202105,31,31,1
PR,Adjuntas Municipio,202106,30,30,1
PR,Adjuntas Municipio,202107,31,31,1
PR,Adjuntas Municipio,202108,15,15,1
PR,Aguada Municipio,202004,18,21,0.86
PR,Aguada Municipio,202005,31,31,1
PR,Aguada Municipio,202006,30,30,1
PR,Aguada Municipio,202007,31,31,1
PR,Aguada Municipio,202008,31,31,1
PR,Aguada Municipio,202009,30,30,1
PR,Aguada Municipio,202010,31,31,1
PR,Aguada Municipio,202011,30,30,1
PR,Aguada Municipio,202012,31,31,1
PR,Aguada Municipio,202101,31,31,1
PR,Aguada Municipio,202102,28,28,1
PR,Aguada Municipio,202103,31,31,1
PR,Aguada Municipio,202104,30,30,1
PR,Aguada Municipio,202105,31,31,1
PR,Aguada Municipio,202106,30,30,1
PR,Aguada Municipio,202107,31,31,1
PR,Aguada Municipio,202108,15,15,1
PR,Aguadilla Municipio,202004,18,21,0.86
PR,Aguadilla Municipio,202005,31,31,1
PR,Aguadilla Municipio,202006,30,30,1
PR,Aguadilla Municipio,202007,31,31,1
PR,Aguadilla Municipio,202008,31,31,1
PR,Aguadilla Municipio,202009,30,30,1
PR,Aguadilla Municipio,202010,31,31,1
PR,Aguadilla Municipio,202011,30,30,1
PR,Aguadilla Municipio,202012,31,31,1
PR,Aguadilla Municipio,202101,31,31,1
PR,Aguadilla Municipio,202102,28,28,1
PR,Aguadilla Municipio,202103,31,31,1
PR,Aguadilla Municipio,202104,30,30,1
PR,Aguadilla Municipio,202105,31,31,1
PR,Aguadilla Municipio,202106,30,30,1
PR,Aguadilla Municipio,202107,31,31,1
PR,Aguadilla Municipio,202108,15,15,1
PR,Aguas Buenas Municipio,202004,18,21,0.86
PR,Aguas Buenas Municipio,202005,31,31,1
PR,Aguas Buenas Municipio,202006,30,30,1
PR,Aguas Buenas Municipio,202007,31,31,1
PR,Aguas Buenas Municipio,202008,31,31,1
PR,Aguas Buenas Municipio,202009,30,30,1
PR,Aguas Buenas Municipio,202010,31,31,1
PR,Aguas Buenas Municipio,202011,30,30,1
PR,Aguas Buenas Municipio,202012,31,31,1
PR,Aguas Buenas Municipio,202101,31,31,1
PR,Aguas Buenas Municipio,202102,28,28,1
PR,Aguas Buenas Municipio,202103,31,31,1
PR,Aguas Buenas Municipio,202104,30,30,1
PR,Aguas Buenas Municipio,202105,31,31,1
PR,Aguas Buenas Municipio,202106,30,30,1
PR,Aguas Buenas Municipio,202107,31,31,1
PR,Aguas Buenas Municipio,202108,15,15,1
PR,Aibonito Municipio,202004,18,21,0.86
PR,Aibonito Municipio,202005,31,31,1
PR,Aibonito Municipio,202006,30,30,1
PR,Aibonito Municipio,202007,31,31,1
PR,Aibonito Municipio,202008,31,31,1
PR,Aibonito Municipio,202009,30,30,1
PR,Aibonito Municipio,202010,31,31,1
PR,Aibonito Municipio,202011,30,30,1
PR,Aibonito Municipio,202012,31,31,1
PR,Aibonito Municipio,202101,31,31,1
PR,Aibonito Municipio,202102,28,28,1
PR,Aibonito Municipio,202103,31,31,1
PR,Aibonito Municipio,202104,30,30,1
PR,Aibonito Municipio,202105,31,31,1
PR,Aibonito Municipio,202106,30,30,1
PR,Aibonito Municipio,202107,31,31,1
PR,Aibonito Municipio,202108,15,15,1
SC,Aiken County,202004,0,21,0
SC,Aiken County,202005,0,31,0
SC,Aiken County,202006,0,30,0
SC,Aiken County,202007,0,31,0
SC,Aiken County,202008,0,31,0
SC,Aiken County,202009,0,30,0
SC,Aiken County,202010,0,31,0
SC,Aiken County,202011,0,30,0
SC,Aiken County,202012,0,31,0
SC,Aiken County,202101,0,31,0
SC,Aiken County,202102,0,28,0
SC,Aiken County,202103,0,31,0
SC,Aiken County,202104,0,30,0
SC,Aiken County,202105,0,31,0
SC,Aiken County,202106,0,30,0
SC,Aiken County,202107,0,31,0
SC,Aiken County,202108,0,15,0
MN,Aitkin County,202005,0,31,0
MN,Aitkin County,202006,0,30,0
MN,Aitkin County,202007,8,31,0.26
MN,Aitkin County,202004,0,21,0
MN,Aitkin County,202008,31,31,1
MN,Aitkin County,202009,30,30,1
MN,Aitkin County,202010,31,31,1
MN,Aitkin County,202011,30,30,1
MN,Aitkin County,202012,31,31,1
MN,Aitkin County,202101,31,31,1
MN,Aitkin County,202102,28,28,1
MN,Aitkin County,202103,31,31,1
MN,Aitkin County,202104,30,30,1
MN,Aitkin County,202105,13,31,0.42
MN,Aitkin County,202106,0,30,0
MN,Aitkin County,202107,0,31,0
MN,Aitkin County,202108,0,15,0
FL,Alachua County,202005,0,31,0
FL,Alachua County,202006,0,30,0
FL,Alachua County,202004,0,21,0
FL,Alachua County,202007,0,31,0
FL,Alachua County,202008,0,31,0
FL,Alachua County,202009,0,30,0
FL,Alachua County,202010,0,31,0
FL,Alachua County,202011,0,30,0
FL,Alachua County,202012,0,31,0
FL,Alachua County,202101,0,31,0
FL,Alachua County,202102,0,28,0
FL,Alachua County,202103,0,31,0
FL,Alachua County,202104,0,30,0
FL,Alachua County,202105,0,31,0
FL,Alachua County,202106,0,30,0
FL,Alachua County,202107,0,31,0
FL,Alachua County,202108,0,15,0
NC,Alamance County,202005,0,31,0
NC,Alamance County,202006,5,30,0.17
NC,Alamance County,202010,31,31,1
NC,Alamance County,202004,0,21,0
NC,Alamance County,202007,31,31,1
NC,Alamance County,202008,31,31,1
NC,Alamance County,202009,30,30,1
NC,Alamance County,202011,30,30,1
NC,Alamance County,202012,31,31,1
NC,Alamance County,202101,31,31,1
NC,Alamance County,202102,28,28,1
NC,Alamance County,202103,31,31,1
NC,Alamance County,202104,30,30,1
NC,Alamance County,202105,13,31,0.42
NC,Alamance County,202106,0,30,0
NC,Alamance County,202107,0,31,0
NC,Alamance County,202108,0,15,0
CA,Alameda County,202005,0,31,0
CA,Alameda County,202004,0,21,0
CA,Alameda County,202006,13,30,0.43
CA,Alameda County,202007,31,31,1
CA,Alameda County,202008,31,31,1
CA,Alameda County,202009,30,30,1
CA,Alameda County,202010,31,31,1
CA,Alameda County,202011,30,30,1
CA,Alameda County,202012,31,31,1
CA,Alameda County,202101,31,31,1
CA,Alameda County,202102,28,28,1
CA,Alameda County,202103,31,31,1
CA,Alameda County,202104,30,30,1
CA,Alameda County,202105,31,31,1
CA,Alameda County,202106,30,30,1
CA,Alameda County,202107,31,31,1
CA,Alameda County,202108,15,15,1
CO,Alamosa County,202005,0,31,0
CO,Alamosa County,202004,0,21,0
CO,Alamosa County,202006,0,30,0
CO,Alamosa County,202007,16,31,0.52
CO,Alamosa County,202008,31,31,1
CO,Alamosa County,202009,30,30,1
CO,Alamosa County,202010,31,31,1
CO,Alamosa County,202011,30,30,1
CO,Alamosa County,202012,31,31,1
CO,Alamosa County,202101,31,31,1
CO,Alamosa County,202102,28,28,1
CO,Alamosa County,202103,31,31,1
CO,Alamosa County,202104,2,30,0.07
CO,Alamosa County,202105,0,31,0
CO,Alamosa County,202106,0,30,0
CO,Alamosa County,202107,0,31,0
CO,Alamosa County,202108,0,15,0
NY,Albany County,202004,14,21,0.67
NY,Albany County,202005,31,31,1
NY,Albany County,202006,30,30,1
NY,Albany County,202007,31,31,1
NY,Albany County,202008,31,31,1
NY,Albany County,202009,30,30,1
NY,Albany County,202010,31,31,1
NY,Albany County,202011,30,30,1
NY,Albany County,202012,31,31,1
WY,Albany County,202004,0,21,0
WY,Albany County,202005,0,31,0
WY,Albany County,202006,0,30,0
WY,Albany County,202007,0,31,0
WY,Albany County,202008,0,31,0
WY,Albany County,202009,0,30,0
WY,Albany County,202010,0,31,0
WY,Albany County,202011,0,30,0
WY,Albany County,202012,0,31,0
NY,Albany County,202101,31,31,1
NY,Albany County,202102,28,28,1
NY,Albany County,202103,31,31,1
NY,Albany County,202104,30,30,1
NY,Albany County,202105,31,31,1
NY,Albany County,202106,24,30,0.8
NY,Albany County,202107,0,31,0
NY,Albany County,202108,0,15,0
WY,Albany County,202101,23,31,0.74
WY,Albany County,202102,28,28,1
WY,Albany County,202103,15,31,0.48
WY,Albany County,202104,0,30,0
WY,Albany County,202105,0,31,0
WY,Albany County,202106,0,30,0
WY,Albany County,202107,0,31,0
WY,Albany County,202108,0,15,0
VA,Albemarle County,202005,3,31,0.1
VA,Albemarle County,202004,0,21,0
VA,Albemarle County,202006,30,30,1
VA,Albemarle County,202007,31,31,1
VA,Albemarle County,202008,31,31,1
VA,Albemarle County,202009,30,30,1
VA,Albemarle County,202010,31,31,1
VA,Albemarle County,202011,30,30,1
VA,Albemarle County,202012,31,31,1
VA,Albemarle County,202101,31,31,1
VA,Albemarle County,202102,28,28,1
VA,Albemarle County,202103,31,31,1
VA,Albemarle County,202104,30,30,1
VA,Albemarle County,202105,14,31,0.45
VA,Albemarle County,202106,0,30,0
VA,Albemarle County,202107,0,31,0
VA,Albemarle County,202108,0,15,0
MI,Alcona County,202004,5,21,0.24
MI,Alcona County,202005,31,31,1
MI,Alcona County,202006,30,30,1
MI,Alcona County,202007,31,31,1
MI,Alcona County,202008,31,31,1
MI,Alcona County,202009,30,30,1
MI,Alcona County,202010,28,31,0.9
MI,Alcona County,202011,30,30,1
MI,Alcona County,202012,31,31,1
MI,Alcona County,202101,31,31,1
MI,Alcona County,202102,28,28,1
MI,Alcona County,202103,31,31,1
MI,Alcona County,202104,30,30,1
MI,Alcona County,202105,31,31,1
MI,Alcona County,202106,21,30,0.7
MI,Alcona County,202107,0,31,0
MI,Alcona County,202108,0,15,0
MS,Alcorn County,202005,0,31,0
MS,Alcorn County,202004,0,21,0
MS,Alcorn County,202006,0,30,0
MS,Alcorn County,202007,0,31,0
MS,Alcorn County,202008,27,31,0.87
MS,Alcorn County,202009,29,30,0.97
MS,Alcorn County,202010,0,31,0
MS,Alcorn County,202011,6,30,0.2
MS,Alcorn County,202012,31,31,1
MS,Alcorn County,202101,31,31,1
MS,Alcorn County,202102,28,28,1
MS,Alcorn County,202103,2,31,0.06
MS,Alcorn County,202104,0,30,0
MS,Alcorn County,202105,0,31,0
MS,Alcorn County,202106,0,30,0
MS,Alcorn County,202107,0,31,0
MS,Alcorn County,202108,0,15,0
AK,Aleutians East Borough,202006,0,30,0
AK,Aleutians East Borough,202004,0,21,0
AK,Aleutians East Borough,202005,0,31,0
AK,Aleutians East Borough,202007,0,31,0
AK,Aleutians East Borough,202008,0,31,0
AK,Aleutians East Borough,202009,0,30,0
AK,Aleutians East Borough,202010,0,31,0
AK,Aleutians East Borough,202011,0,30,0
AK,Aleutians East Borough,202012,0,31,0
AK,Aleutians East Borough,202101,0,31,0
AK,Aleutians East Borough,202102,0,28,0
AK,Aleutians East Borough,202103,0,31,0
AK,Aleutians East Borough,202104,0,30,0
AK,Aleutians East Borough,202105,0,31,0
AK,Aleutians East Borough,202106,0,30,0
AK,Aleutians East Borough,202107,0,31,0
AK,Aleutians East Borough,202108,0,15,0
AK,Aleutians West Census Area,202004,0,21,0
AK,Aleutians West Census Area,202005,0,31,0
AK,Aleutians West Census Area,202006,0,30,0
AK,Aleutians West Census Area,202007,0,31,0
AK,Aleutians West Census Area,202008,0,31,0
AK,Aleutians West Census Area,202009,0,30,0
AK,Aleutians West Census Area,202010,0,31,0
AK,Aleutians West Census Area,202011,0,30,0
AK,Aleutians West Census Area,202012,0,31,0
AK,Aleutians West Census Area,202101,0,31,0
AK,Aleutians West Census Area,202102,0,28,0
AK,Aleutians West Census Area,202103,0,31,0
AK,Aleutians West Census Area,202104,0,30,0
AK,Aleutians West Census Area,202105,0,31,0
AK,Aleutians West Census Area,202106,0,30,0
AK,Aleutians West Census Area,202107,0,31,0
AK,Aleutians West Census Area,202108,0,15,0
IL,Alexander County,202004,0,21,0
IL,Alexander County,202005,31,31,1
IL,Alexander County,202006,30,30,1
IL,Alexander County,202007,31,31,1
IL,Alexander County,202008,31,31,1
IL,Alexander County,202009,30,30,1
IL,Alexander County,202010,31,31,1
IL,Alexander County,202011,30,30,1
IL,Alexander County,202012,31,31,1
NC,Alexander County,202006,5,30,0.17
NC,Alexander County,202010,31,31,1
NC,Alexander County,202004,0,21,0
NC,Alexander County,202005,0,31,0
NC,Alexander County,202007,31,31,1
NC,Alexander County,202008,31,31,1
NC,Alexander County,202009,30,30,1
NC,Alexander County,202011,30,30,1
NC,Alexander County,202012,31,31,1
IL,Alexander County,202101,31,31,1
IL,Alexander County,202102,28,28,1
IL,Alexander County,202103,31,31,1
IL,Alexander County,202104,30,30,1
IL,Alexander County,202105,31,31,1
IL,Alexander County,202106,10,30,0.33
IL,Alexander County,202107,0,31,0
IL,Alexander County,202108,0,15,0
NC,Alexander County,202101,31,31,1
NC,Alexander County,202102,28,28,1
NC,Alexander County,202103,31,31,1
NC,Alexander County,202104,30,30,1
NC,Alexander County,202105,13,31,0.42
NC,Alexander County,202106,0,30,0
NC,Alexander County,202107,0,31,0
NC,Alexander County,202108,0,15,0
VA,Alexandria city,202005,3,31,0.1
VA,Alexandria city,202004,0,21,0
VA,Alexandria city,202006,30,30,1
VA,Alexandria city,202007,31,31,1
VA,Alexandria city,202008,31,31,1
VA,Alexandria city,202009,30,30,1
VA,Alexandria city,202010,31,31,1
VA,Alexandria city,202011,30,30,1
VA,Alexandria city,202012,31,31,1
VA,Alexandria city,202101,31,31,1
VA,Alexandria city,202102,28,28,1
VA,Alexandria city,202103,31,31,1
VA,Alexandria city,202104,30,30,1
VA,Alexandria city,202105,14,31,0.45
VA,Alexandria city,202106,0,30,0
VA,Alexandria city,202107,0,31,0
VA,Alexandria city,202108,0,15,0
OK,Alfalfa County,202004,0,21,0
OK,Alfalfa County,202005,0,31,0
OK,Alfalfa County,202006,0,30,0
OK,Alfalfa County,202007,0,31,0
OK,Alfalfa County,202008,0,31,0
OK,Alfalfa County,202009,0,30,0
OK,Alfalfa County,202010,0,31,0
OK,Alfalfa County,202011,0,30,0
OK,Alfalfa County,202012,0,31,0
OK,Alfalfa County,202101,0,31,0
OK,Alfalfa County,202102,0,28,0
OK,Alfalfa County,202103,0,31,0
OK,Alfalfa County,202104,0,30,0
OK,Alfalfa County,202105,0,31,0
